total_sqft_cleaned,bath,bhk,availability_encoded,balcony,price_per_sqft,location_reduced,price
1260.0,2.0,2.0,1,2.0,7936.507936507936,other,100.0
1555.0,3.0,3.0,1,2.0,4834.083601286174,other,75.17
2500.0,4.0,4.0,1,1.0,18000.0,other,450.0
1225.0,2.0,2.0,0,2.0,3918.3673469387754,Kaggadasapura,48.0
1085.0,2.0,2.0,1,1.0,4239.6313364055295,Electronics City Phase 1,46.0
1640.0,3.0,3.0,1,2.0,13414.634146341463,Rajaji Nagar,220.0
1595.0,3.0,3.0,0,1.0,6896.551724137931,Thanisandra,110.0
1196.0,2.0,2.0,1,2.0,3381.2709030100336,Raja Rajeshwari Nagar,40.44
1859.0,3.0,3.0,0,1.0,5809.575040344271,Yelahanka,108.0
1079.0,2.0,2.0,0,1.0,5560.704355885079,other,60.0
550.0,1.0,2.0,1,1.0,4909.090909090909,other,27.0
1118.0,2.0,2.0,1,1.0,3756.7084078711987,Whitefield,42.0
1198.0,2.0,2.0,1,2.0,5008.347245409015,other,60.0
1830.0,4.0,3.0,1,2.0,7377.049180327869,Thigalarapalya,135.0
1160.0,2.0,2.0,0,1.0,5086.206896551724,other,59.0
1485.0,2.0,3.0,1,1.0,10505.050505050505,other,156.0
2070.0,3.0,3.0,1,3.0,6521.739130434783,other,135.0
750.0,4.0,6.0,1,1.0,20000.0,other,150.0
957.0,2.0,2.0,0,0.0,5485.8934169279,other,52.5
2400.0,4.0,5.0,1,1.0,12916.666666666666,other,310.0
1268.0,2.0,2.0,0,1.0,5441.640378548896,Bannerghatta Road,69.0
1450.0,2.0,3.0,1,2.0,6000.0,Bannerghatta Road,87.0
1600.0,2.0,3.0,1,2.0,4687.5,other,75.0
1330.0,2.0,3.0,1,1.0,4285.714285714285,Uttarahalli,57.0
1355.0,2.0,3.0,1,2.0,4797.047970479704,Jakkur,65.0
1272.0,2.0,2.0,1,2.0,4048.7421383647797,other,51.5
1100.0,2.0,2.0,1,1.0,3499.090909090909,other,38.49
1220.0,3.0,3.0,1,2.0,4754.098360655737,Sarjapur  Road,58.0
1075.0,2.0,2.0,1,1.0,4349.767441860465,other,46.76
800.0,2.0,2.0,1,1.0,6875.0,other,55.0
995.0,2.0,2.0,1,1.0,3499.497487437186,other,34.82
900.0,1.0,2.0,1,1.0,4888.888888888889,other,44.0
1140.0,2.0,2.0,1,1.0,3684.2105263157896,Haralur Road,42.0
1480.0,2.0,3.0,1,2.0,8445.945945945947,other,125.0
1710.0,2.0,3.0,0,2.0,5300.0,other,90.63
2106.0,3.0,3.0,0,3.0,7027.540360873694,other,148.0
2400.0,6.0,9.0,1,2.0,11250.0,Yeshwanthpur,270.0
3800.0,2.0,3.0,1,2.0,3421.0526315789475,other,130.0
800.0,3.0,3.0,1,2.0,15000.0,other,120.0
1602.0,2.0,2.0,1,2.0,6491.8851435705365,Marathahalli,104.0
1660.0,2.0,3.0,1,2.0,6987.951807228916,Sarjapur  Road,116.0
1549.0,3.0,3.0,1,2.0,5164.622336991608,Electronic City Phase II,80.0
700.0,1.0,1.0,0,1.0,5428.571428571428,Marathahalli,38.0
1012.0,2.0,2.0,0,1.0,6324.110671936759,other,64.0
1469.0,3.0,3.0,0,1.0,6058.543226684819,Marathahalli,89.0
1216.0,2.0,2.0,0,1.0,5674.3421052631575,Whitefield,69.0
1065.0,2.0,2.0,1,1.0,5270.422535211268,Electronic City Phase II,56.13
1411.0,3.0,3.0,0,1.0,6601.700921332388,Thanisandra,93.15
1400.0,2.0,2.0,1,2.0,4107.142857142857,other,57.5
1250.0,3.0,3.0,1,2.0,2320.0,other,29.0
1245.0,2.0,2.0,1,3.0,4979.919678714859,Haralur Road,62.0
1115.0,2.0,2.0,1,1.0,4484.304932735426,other,50.0
1000.0,2.0,2.0,1,1.0,3500.0,other,35.0
1580.0,3.0,3.0,0,0.0,4550.0,Panathur,71.89
1800.0,3.0,3.0,1,2.0,5000.0,other,90.0
1500.0,2.0,2.0,1,2.0,8666.666666666666,other,130.0
645.0,1.0,1.0,0,1.0,2550.3875968992247,Chandapura,16.45
1275.0,3.0,3.0,0,2.0,3450.9803921568628,other,44.0
1494.0,3.0,3.0,1,2.0,5488.621151271754,Kasavanhalli,82.0
1949.0,3.0,3.0,1,2.0,6618.778860954336,other,129.0
1020.0,2.0,2.0,1,1.0,4558.823529411765,other,46.5
883.0,2.0,2.0,1,1.0,5096.262740656852,other,45.0
3200.0,4.0,4.0,1,2.0,8750.0,other,280.0
1680.0,6.0,6.0,1,1.0,7440.476190476191,Uttarahalli,125.0
2232.0,6.0,12.0,1,2.0,13440.860215053763,other,300.0
2010.0,3.0,3.0,1,3.0,6218.905472636816,other,125.0
1240.0,2.0,2.0,1,2.0,6451.612903225807,Yeshwanthpur,80.0
1213.0,2.0,2.0,1,1.0,5193.734542456719,other,63.0
1835.0,3.0,3.0,1,3.0,4795.6403269754765,other,88.0
1800.0,10.0,9.0,1,3.0,10277.777777777777,other,185.0
2932.0,5.0,4.0,1,2.0,6650.75034106412,Bannerghatta Road,195.0
3425.0,5.0,4.0,1,2.0,7299.270072992701,Whitefield,250.0
945.0,2.0,2.0,1,0.0,4761.9047619047615,other,45.0
1504.0,2.0,3.0,1,2.0,6648.936170212766,other,100.0
1569.0,3.0,3.0,1,2.0,9560.229445506691,other,150.0
1755.0,3.0,3.0,1,2.0,7407.407407407408,Harlur,130.0
1760.0,3.0,3.0,1,2.0,7954.545454545455,other,140.0
1240.0,2.0,2.0,0,3.0,3543.548387096774,Hoodi,43.94
1450.0,3.0,3.0,0,2.0,5002.758620689656,Electronics City Phase 1,72.54
1000.0,2.0,2.0,1,0.0,4800.0,other,48.0
3820.0,1.0,1.0,1,1.0,8010.471204188481,other,306.0
2000.0,4.0,5.0,1,2.0,7250.0,other,145.0
1215.0,2.0,2.0,1,2.0,4855.9670781893,other,59.0
1330.0,3.0,3.0,1,3.0,5526.315789473684,other,73.5
1178.0,2.0,2.0,0,1.0,6366.723259762309,Raja Rajeshwari Nagar,75.0
1500.0,4.0,4.0,0,3.0,12800.0,Hulimavu,192.0
2040.0,2.0,2.0,1,2.0,2892.156862745098,other,59.0
2000.0,3.0,3.0,0,2.0,4250.0,Bellandur,85.0
1602.0,2.0,3.0,0,1.0,10299.625468164793,other,165.0
1200.0,4.0,4.0,1,1.0,10833.333333333334,other,130.0
1194.0,2.0,2.0,1,2.0,3852.5963149078725,other,46.0
1800.0,3.0,3.0,1,1.0,12222.222222222223,other,220.0
2400.0,2.0,3.0,1,1.0,6333.333333333333,other,152.0
1700.0,3.0,3.0,1,3.0,6352.941176470588,Sarjapur  Road,108.0
1200.0,3.0,3.0,1,2.0,5416.666666666667,Jigani,65.0
1500.0,3.0,3.0,1,0.0,4800.0,other,72.0
1240.0,3.0,3.0,1,2.0,13306.451612903225,other,165.0
3000.0,3.0,3.0,1,2.0,13333.333333333334,Whitefield,400.0
1737.0,3.0,3.0,1,3.0,4893.494530800231,Kanakpura Road,85.0
900.0,2.0,2.0,1,0.0,6111.111111111111,TC Palaya,55.0
1280.0,2.0,3.0,1,1.0,3750.0,other,48.0
1560.0,2.0,2.0,1,2.0,5448.717948717948,other,85.0
883.0,2.0,2.0,1,1.0,4983.012457531144,other,44.0
750.0,2.0,2.0,1,1.0,4400.0,other,33.0
2400.0,3.0,4.0,1,3.0,5833.333333333333,other,140.0
900.0,2.0,2.0,1,1.0,5000.0,other,45.0
1030.0,2.0,2.0,1,1.0,4791.26213592233,Hormavu,49.35
1850.0,3.0,3.0,1,2.0,8378.378378378378,7th Phase JP Nagar,155.0
1831.0,3.0,3.0,1,1.0,6007.646095030038,Hennur Road,110.0
1095.0,2.0,2.0,1,1.0,3500.4566210045664,other,38.33
1320.0,2.0,3.0,0,1.0,2888.636363636364,Electronic City Phase II,38.13
1272.5,2.0,3.0,1,0.0,3200.0,Sarjapur  Road,40.72
1000.0,2.0,2.0,1,1.0,6100.0,7th Phase JP Nagar,61.0
1820.0,3.0,3.0,1,2.0,4692.307692307692,Budigere,85.4
1075.0,2.0,3.0,1,1.0,3813.953488372093,Bisuvanahalli,41.0
1500.0,3.0,3.0,0,0.0,5533.333333333333,TC Palaya,83.0
360.0,1.0,1.0,1,0.0,4694.444444444443,Electronics City Phase 1,16.9
925.0,1.0,1.0,1,0.0,4400.000000000001,other,40.7
1140.0,2.0,2.0,0,1.0,6221.9298245614045,Electronic City,70.93
1145.0,2.0,2.0,0,2.0,5100.436681222707,other,58.4
1862.0,3.0,3.0,1,3.0,6444.68313641246,other,120.0
947.0,2.0,2.0,1,2.0,4540.654699049631,other,43.0
700.0,3.0,3.0,1,2.0,27857.14285714286,other,195.0
1120.0,2.0,2.0,1,2.0,3571.4285714285716,other,40.0
2700.0,3.0,3.0,1,3.0,7407.407407407408,other,200.0
1805.0,2.0,3.0,1,2.0,4155.124653739612,Kaggadasapura,75.0
1100.0,2.0,2.0,1,3.0,8454.545454545454,other,93.0
1355.0,3.0,4.0,1,0.0,9963.09963099631,other,135.0
1677.0,3.0,3.0,0,2.0,5843.768634466309,other,98.0
2500.0,8.0,8.0,1,3.0,3800.0,other,95.0
1560.0,3.0,3.0,1,3.0,4743.589743589743,Uttarahalli,74.0
2060.0,3.0,3.0,1,2.0,7281.553398058252,other,150.0
1716.0,2.0,3.0,1,0.0,6701.631701631702,Koramangala,115.0
1864.0,3.0,3.0,1,1.0,7510.729613733905,Harlur,140.0
638.0,1.0,1.0,1,1.0,5015.673981191223,Electronics City Phase 1,32.0
1200.0,7.0,9.0,1,3.0,7916.666666666667,other,95.0
1150.0,9.0,8.0,1,2.0,14782.608695652174,other,170.0
937.0,2.0,2.0,0,1.0,3201.7075773745996,Chandapura,30.0
1490.0,2.0,3.0,1,1.0,7718.120805369127,other,115.0
4856.0,5.0,4.0,1,3.0,8443.163097199342,other,410.0
4003.0,6.0,4.0,1,1.0,13115.16362727954,Whitefield,525.0
1100.0,2.0,2.0,0,1.0,3363.6363636363635,Whitefield,37.0
1000.0,2.0,2.0,1,2.0,4853.0,Thigalarapalya,48.53
1060.0,2.0,2.0,1,1.0,3490.566037735849,other,37.0
1047.0,2.0,2.0,1,1.0,8691.499522445081,other,91.0
1200.0,2.0,2.0,1,2.0,6666.666666666667,other,80.0
1420.0,2.0,3.0,1,2.0,5281.69014084507,Akshaya Nagar,75.0
1539.0,3.0,3.0,1,2.0,5523.066926575699,Sarjapur  Road,85.0
1550.0,3.0,3.0,1,1.0,3806.451612903226,other,59.0
1555.0,3.0,3.0,1,3.0,5273.311897106109,Kasavanhalli,82.0
600.0,6.0,7.0,1,2.0,23000.0,other,138.0
1553.0,3.0,3.0,1,3.0,4378.62202189311,other,68.0
920.0,2.0,2.0,1,2.0,2826.086956521739,Electronic City Phase II,26.0
1740.0,3.0,3.0,1,3.0,6896.551724137931,other,120.0
1855.0,3.0,3.0,1,2.0,7816.711590296496,other,145.0
1724.0,3.0,3.0,0,1.0,8468.677494199535,other,146.0
1020.0,2.0,2.0,1,2.0,5882.35294117647,other,60.0
1000.0,4.0,6.0,1,2.0,15000.0,other,150.0
1250.0,2.0,3.0,1,1.0,4000.0,Uttarahalli,50.0
1450.0,3.0,3.0,1,2.0,5172.413793103448,other,75.0
1200.0,2.0,2.0,1,2.0,6666.666666666667,other,80.0
1140.0,2.0,2.0,1,2.0,5087.7192982456145,Haralur Road,58.0
900.0,5.0,5.0,1,2.0,12222.222222222223,other,110.0
550.0,1.0,1.0,1,1.0,2909.090909090909,other,16.0
1450.0,3.0,3.0,0,1.0,3034.4827586206898,Bannerghatta Road,44.0
700.0,2.0,2.0,0,1.0,5010.0,Kanakpura Road,35.07
1200.0,3.0,3.0,0,1.0,4666.666666666667,Whitefield,56.0
1050.0,2.0,2.0,1,1.0,4285.714285714285,Yelahanka,45.0
1600.0,3.0,3.0,1,3.0,4312.5,other,69.0
1625.0,2.0,3.0,1,3.0,4615.384615384615,Bannerghatta Road,75.0
1492.0,2.0,2.0,1,2.0,4356.56836461126,other,65.0
2856.0,5.0,4.0,0,0.0,5514.705882352941,Whitefield,157.5
1489.0,2.0,3.0,1,3.0,5507.051712558764,Sarjapur  Road,82.0
1560.0,2.0,3.0,1,2.0,3998.7179487179487,other,62.38
1140.0,2.0,2.0,1,2.0,3684.2105263157896,Haralur Road,42.0
1431.0,3.0,3.0,1,2.0,4542.278127183788,other,65.0
1682.0,3.0,3.0,1,1.0,6777.645659928657,other,114.0
1198.0,2.0,2.0,0,1.0,7200.33388981636,Panathur,86.26
3664.0,3.0,3.0,0,2.0,8870.087336244542,other,325.0
1550.0,2.0,3.0,1,2.0,4500.0,Sarjapur  Road,69.75
1026.0,2.0,2.0,1,1.0,4385.964912280701,other,45.0
1260.0,2.0,3.0,1,2.0,4126.984126984127,Hennur,52.0
690.0,2.0,2.0,1,0.0,6086.95652173913,other,42.0
539.0,1.0,1.0,1,1.0,8348.794063079777,Sarjapur  Road,45.0
1200.0,4.0,4.0,1,1.0,7083.333333333333,other,85.0
2400.0,3.0,3.0,1,3.0,5000.0,other,120.0
1200.0,2.0,2.0,1,2.0,6629.166666666667,other,79.55
2500.0,5.0,4.0,1,2.0,14000.0,other,350.0
1186.0,2.0,3.0,1,2.0,3372.681281618887,Sarjapur  Road,40.0
1039.0,2.0,2.0,1,2.0,3801.732435033686,Thanisandra,39.5
1500.0,5.0,4.0,1,3.0,15533.333333333334,other,233.0
1500.0,4.0,5.0,1,1.0,6666.666666666667,other,100.0
2520.0,3.0,3.0,1,2.0,5952.380952380952,Malleshwaram,150.0
1225.0,2.0,2.0,1,2.0,5428.571428571428,other,66.5
1350.0,2.0,2.0,1,2.0,5333.333333333333,other,72.0
1030.0,2.0,2.0,1,2.0,29126.21359223301,other,300.0
1550.0,2.0,3.0,1,2.0,3200.0,Whitefield,49.6
1490.0,3.0,3.0,1,2.0,5302.013422818792,Hoodi,79.0
1520.0,3.0,3.0,1,2.0,7302.631578947368,other,111.0
4100.0,4.0,4.0,1,2.0,13414.634146341463,Whitefield,550.0
1391.0,2.0,3.0,1,3.0,4636.951833213516,other,64.5
1200.0,2.0,2.0,1,2.0,4166.666666666667,Rachenahalli,50.0
1200.0,4.0,4.0,1,2.0,7166.666666666667,other,86.0
2500.0,6.0,5.0,1,3.0,20000.0,other,500.0
1322.0,2.0,2.0,1,2.0,6051.437216338881,Yelahanka,80.0
2173.0,3.0,3.0,0,2.0,5890.473999079613,Whitefield,128.0
1200.0,2.0,2.0,1,2.0,6250.0,Sarjapur  Road,75.0
1200.0,2.0,2.0,1,2.0,3916.6666666666665,other,47.0
1170.0,2.0,2.0,1,2.0,5555.555555555556,other,65.0
1125.0,2.0,2.0,0,2.0,4049.777777777778,other,45.56
698.5,1.0,1.0,0,0.0,4090.1932712956336,other,28.57
1250.0,2.0,2.0,1,2.0,7200.0,other,90.0
1025.0,2.0,2.0,0,2.0,2700.487804878049,Chandapura,27.68
1075.0,2.0,3.0,1,2.0,3348.8372093023254,Yelahanka,36.0
1900.0,2.0,3.0,1,2.0,10000.0,other,190.0
1435.0,3.0,3.0,1,2.0,3135.8885017421603,Whitefield,45.0
1175.0,2.0,2.0,0,2.0,5530.212765957447,Electronics City Phase 1,64.98
1464.0,3.0,3.0,1,2.0,3825.136612021858,other,56.0
900.0,2.0,2.0,1,1.0,3666.6666666666665,other,33.0
585.0,1.0,1.0,1,1.0,3589.74358974359,Electronics City Phase 1,21.0
3170.0,5.0,4.0,1,2.0,7255.520504731861,Jigani,230.0
1602.0,2.0,3.0,0,1.0,10611.735330836455,other,170.0
1220.0,2.0,2.0,1,2.0,3442.622950819672,Thanisandra,42.0
2500.0,3.0,3.0,1,3.0,14000.0,Rajaji Nagar,350.0
2145.0,3.0,3.0,1,3.0,8391.608391608392,Sarjapur  Road,180.0
960.0,2.0,2.0,1,3.0,6041.666666666667,Bannerghatta Road,58.0
907.0,1.0,1.0,1,1.0,4189.636163175303,other,38.0
1210.0,2.0,2.0,1,1.0,6115.702479338843,Old Madras Road,74.0
900.0,4.0,4.0,1,1.0,16666.666666666668,other,150.0
1230.0,2.0,2.0,1,2.0,5691.056910569106,other,70.0
1350.0,2.0,3.0,1,1.0,5555.555555555556,other,75.0
1150.0,2.0,2.0,1,2.0,5043.478260869565,other,58.0
1404.0,2.0,3.0,0,0.0,3799.8575498575497,Sarjapur,53.35
1050.0,2.0,2.0,1,3.0,4571.428571428572,other,48.0
1020.0,10.0,8.0,1,0.0,15196.078431372549,Kothanur,155.0
1285.0,2.0,2.0,1,2.0,4357.976653696498,Yelahanka,56.0
1018.0,2.0,2.0,1,1.0,4990.176817288801,Hormavu,50.8
1200.0,3.0,3.0,1,2.0,4750.0,other,57.0
1115.0,2.0,2.0,1,2.0,4484.304932735426,Sarjapur  Road,50.0
1600.0,3.0,3.0,1,3.0,5937.5,other,95.0
1480.0,2.0,2.0,0,1.0,5405.405405405405,other,80.0
2500.0,7.0,5.0,1,0.0,5000.0,other,125.0
480.0,1.0,1.0,1,1.0,5208.333333333333,other,25.0
1435.0,3.0,3.0,1,3.0,3693.3797909407667,Akshaya Nagar,53.0
450.0,1.0,1.0,1,2.0,13333.333333333334,other,60.0
600.0,2.0,1.0,1,0.0,3833.3333333333335,other,23.0
1590.0,2.0,3.0,1,3.0,5345.911949685535,other,85.0
936.0,2.0,2.0,1,0.0,4294.871794871795,other,40.2
1181.0,2.0,2.0,1,1.0,6350.550381033023,Banashankari,75.0
1741.0,3.0,3.0,0,2.0,4595.060310166571,Kengeri,80.0
1750.0,3.0,3.0,0,1.0,7028.571428571428,JP Nagar,123.0
1050.0,2.0,2.0,1,2.0,4066.6666666666665,other,42.7
1027.0,2.0,2.0,0,1.0,5842.259006815969,other,60.0
596.0,2.0,2.0,1,1.0,3691.2751677852348,other,22.0
3463.0,6.0,4.0,1,0.0,8951.775916835115,other,310.0
1600.0,3.0,3.0,1,2.0,4375.0,other,70.0
2790.0,5.0,4.0,0,3.0,7096.774193548387,Hebbal,198.0
1000.0,2.0,2.0,1,1.0,6000.0,other,60.0
1120.0,2.0,2.0,0,2.0,3950.0,Varthur,44.24
1200.0,2.0,2.0,1,0.0,7083.333333333333,other,85.0
1200.0,2.0,2.0,0,2.0,2916.6666666666665,other,35.0
1570.0,3.0,3.0,1,2.0,7006.369426751592,other,110.0
1500.0,3.0,3.0,1,1.0,9000.0,Koramangala,135.0
1315.0,2.0,2.0,1,2.0,10646.38783269962,other,140.0
1140.0,2.0,2.0,0,1.0,2968.421052631579,Electronic City Phase II,33.84
1105.0,2.0,2.0,1,2.0,8144.796380090498,Banashankari,90.0
1200.0,2.0,2.0,0,1.0,2887.5,Electronic City,34.65
905.0,1.0,1.0,0,1.0,6850.828729281768,Whitefield,62.0
2400.0,4.0,4.0,1,0.0,14583.333333333334,HSR Layout,350.0
1185.0,2.0,2.0,1,1.0,4219.4092827004215,other,50.0
1083.0,2.0,2.0,1,1.0,9233.610341643584,Koramangala,100.0
1458.0,3.0,3.0,1,2.0,4115.22633744856,other,60.0
1555.0,3.0,3.0,1,2.0,4823.15112540193,Hormavu,75.0
1200.0,2.0,2.0,1,2.0,3750.0,other,45.0
1308.0,2.0,2.0,1,1.0,4500.0,Sarjapur  Road,58.86
1024.0,2.0,2.0,1,2.0,4296.875,other,44.0
1194.0,2.0,2.0,1,2.0,3936.348408710218,other,47.0
1450.0,3.0,3.0,1,1.0,5172.413793103448,other,75.0
1639.0,3.0,3.0,1,3.0,7321.537522879805,other,120.0
1870.0,3.0,3.0,0,2.0,7379.679144385027,Whitefield,138.0
1232.0,2.0,2.0,0,1.0,7061.688311688312,Hennur Road,87.0
1719.0,3.0,3.0,1,1.0,10703.89761489238,Kasavanhalli,184.0
975.0,2.0,2.0,0,1.0,2549.74358974359,Chandapura,24.86
2000.0,4.0,3.0,1,2.0,6500.0,other,130.0
1230.0,2.0,2.0,1,1.0,6422.764227642277,Jakkur,79.0
1350.0,4.0,4.0,1,2.0,10370.37037037037,other,140.0
1076.0,2.0,2.0,1,2.0,6226.7657992565055,KR Puram,67.0
2400.0,7.0,7.0,1,1.0,5208.333333333333,other,125.0
995.0,2.0,3.0,1,2.0,3499.497487437186,other,34.82
2120.0,3.0,3.0,1,2.0,8349.056603773584,other,177.0
2400.0,7.0,6.0,1,2.0,19166.666666666668,other,460.0
850.0,6.0,6.0,1,2.0,9176.470588235294,other,78.0
1096.0,2.0,2.0,1,2.0,3699.8175182481746,Electronic City,40.55
1107.83,2.0,2.0,1,1.0,3746.964787016059,other,41.51
505.0,1.0,1.0,1,0.0,16831.68316831683,other,85.0
1320.0,2.0,2.0,1,2.0,8712.121212121212,Sarjapur  Road,115.0
1431.5,3.0,3.0,0,0.0,5031.086273140063,8th Phase JP Nagar,72.02
1320.0,2.0,2.0,0,1.0,7519.69696969697,Whitefield,99.26
2901.0,4.0,3.0,1,2.0,6549.465701482248,Whitefield,190.0
1315.0,2.0,3.0,1,2.0,4942.9657794676805,other,65.0
1000.0,2.0,2.0,1,1.0,4400.0,other,44.0
1596.0,3.0,3.0,1,3.0,5000.0,other,79.8
1750.0,3.0,3.0,1,2.0,7428.571428571428,Bannerghatta Road,130.0
2403.0,4.0,4.0,1,2.0,11235.955056179775,Whitefield,270.0
1350.0,3.0,3.0,0,2.0,3500.0,Old Madras Road,47.25
1175.0,2.0,2.0,0,2.0,6723.404255319149,other,79.0
921.0,2.0,2.0,1,1.0,3199.782844733985,other,29.47
4000.0,4.0,4.0,1,2.0,27500.0,Malleshwaram,1100.0
1713.0,3.0,3.0,1,3.0,7297.139521307648,other,125.0
1200.0,2.0,2.0,1,0.0,3583.3333333333335,other,43.0
1900.0,4.0,3.0,1,1.0,4736.8421052631575,8th Phase JP Nagar,90.0
1664.0,3.0,3.0,1,2.0,4086.5384615384614,other,68.0
1795.0,3.0,3.0,0,2.0,7743.732590529248,other,139.0
600.0,1.0,1.0,1,1.0,3250.0,other,19.5
1240.0,2.0,2.0,1,3.0,5241.935483870968,Hoodi,65.0
1965.0,4.0,3.0,1,2.0,6717.557251908397,other,132.0
600.0,4.0,3.0,1,0.0,16500.0,other,99.0
4111.0,4.0,4.0,1,1.0,9000.243249817562,Sarjapur,370.0
1200.0,2.0,2.0,0,2.0,4980.0,Electronics City Phase 1,59.76
1112.0,2.0,2.0,1,3.0,6115.107913669065,other,68.0
3000.0,3.0,3.0,1,2.0,2000.0,Raja Rajeshwari Nagar,60.0
1136.0,2.0,2.0,1,3.0,5677.816901408451,other,64.5
914.0,2.0,2.0,1,2.0,6017.505470459519,Jigani,55.0
1270.0,2.0,3.0,1,1.0,3999.212598425197,other,50.79
1050.0,2.0,2.0,1,2.0,4500.0,Rachenahalli,47.25
1385.0,2.0,3.0,1,2.0,4945.848375451264,Marathahalli,68.5
990.0,2.0,2.0,1,3.0,3535.3535353535353,other,35.0
845.0,2.0,2.0,1,2.0,5088.757396449704,Yelahanka,43.0
1485.0,2.0,2.0,0,1.0,6498.989898989899,Whitefield,96.51
1460.0,2.0,3.0,1,3.0,2999.3150684931506,other,43.79
1450.0,2.0,2.0,1,1.0,3931.0344827586205,Thanisandra,57.0
1360.0,2.0,3.0,1,1.0,3897.0588235294117,HSR Layout,53.0
1375.0,2.0,2.0,1,3.0,4218.181818181818,other,58.0
1125.0,2.0,2.0,1,1.0,4266.666666666667,Uttarahalli,48.0
720.0,1.0,1.0,1,1.0,8333.333333333334,Banashankari,60.0
1460.0,2.0,3.0,1,2.0,6849.315068493151,7th Phase JP Nagar,100.0
1107.0,2.0,2.0,1,2.0,3613.369467028004,other,40.0
1158.0,2.0,2.0,1,3.0,6476.683937823835,other,75.0
800.0,1.0,2.0,1,1.0,3750.0,other,30.0
600.0,9.0,9.0,1,2.0,15000.0,other,90.0
1760.0,3.0,3.0,1,2.0,7272.727272727273,other,128.0
3200.0,4.0,4.0,1,2.0,6250.0,other,200.0
600.0,3.0,2.0,0,2.0,24166.666666666668,other,145.0
1350.0,3.0,3.0,1,1.0,4444.444444444444,TC Palaya,60.0
600.0,6.0,6.0,1,3.0,16666.666666666668,other,100.0
1125.0,2.0,2.0,0,1.0,2888.0,other,32.49
1706.0,3.0,3.0,1,3.0,9026.963657678782,other,154.0
1600.0,3.0,3.0,1,2.0,7000.0,other,112.0
1200.0,2.0,2.0,1,0.0,7500.0,other,90.0
1755.0,3.0,3.0,1,3.0,5754.985754985755,Whitefield,101.0
1200.0,2.0,2.0,1,1.0,4166.666666666667,Hulimavu,50.0
1200.0,2.0,2.0,1,2.0,5583.333333333333,other,67.0
1266.67,2.0,2.0,1,0.0,5447.3540859103,other,69.0
1800.0,3.0,3.0,1,2.0,5000.0,other,90.0
1200.0,4.0,3.0,1,1.0,22916.666666666668,other,275.0
1300.0,3.0,3.0,0,2.0,4923.076923076923,other,64.0
800.0,3.0,3.0,1,3.0,7500.0,other,60.0
4800.0,5.0,4.0,1,2.0,11458.333333333334,Whitefield,550.0
1029.5,2.0,2.0,0,0.0,4939.776590577951,other,50.855
1128.0,2.0,2.0,1,2.0,3546.099290780142,Raja Rajeshwari Nagar,40.0
2000.0,2.0,2.0,1,1.0,8000.0,other,160.0
1210.0,2.0,2.0,0,1.0,6611.570247933884,Panathur,80.0
2710.0,6.0,4.0,0,2.0,5239.852398523985,other,142.0
1151.0,2.0,2.0,1,2.0,3388.3579496090356,Raja Rajeshwari Nagar,39.0
7500.0,8.0,5.0,0,3.0,22666.666666666668,Rajaji Nagar,1700.0
1464.0,3.0,3.0,1,2.0,3825.136612021858,other,56.0
1017.0,2.0,2.0,1,2.0,2654.8672566371683,Electronic City,27.0
920.0,2.0,2.0,1,1.0,4347.826086956522,Sarjapur  Road,40.0
1200.0,3.0,4.0,1,1.0,15000.0,other,180.0
1000.0,5.0,5.0,1,2.0,14000.0,other,140.0
1750.0,3.0,3.0,1,3.0,4942.857142857143,other,86.5
1163.0,2.0,2.0,1,1.0,5588.993981083405,other,65.0
1650.0,3.0,3.0,1,3.0,6666.666666666667,7th Phase JP Nagar,110.0
1800.0,3.0,3.0,1,3.0,5277.777777777777,other,95.0
1100.0,2.0,2.0,1,1.0,5272.727272727273,other,58.0
1200.0,2.0,2.0,1,2.0,5000.0,other,60.0
1410.0,3.0,3.0,1,2.0,4609.929078014185,other,65.0
1933.0,3.0,3.0,0,2.0,5069.839627521987,Begur Road,98.0
1200.0,2.0,2.0,1,2.0,3800.0,Begur Road,45.6
1608.0,2.0,3.0,1,3.0,3917.910447761194,Whitefield,63.0
2679.0,5.0,4.0,1,2.0,10451.661067562523,other,280.0
1156.0,2.0,2.0,1,2.0,4057.093425605536,other,46.9
1230.0,2.0,2.0,0,0.0,6097.5609756097565,other,75.0
770.0,1.0,1.0,1,1.0,5690.909090909091,Kasavanhalli,43.82
1777.26,3.0,3.0,1,2.0,5907.970696465346,other,105.0
1339.0,2.0,2.0,1,2.0,6348.020911127707,Kanakpura Road,85.0
3044.0,3.0,3.0,0,2.0,6011.826544021025,Sarjapur  Road,183.0
1080.0,2.0,2.0,1,2.0,4148.148148148148,other,44.8
3150.0,5.0,8.0,1,2.0,4603.174603174603,other,145.0
2400.0,2.0,2.0,1,2.0,5625.0,other,135.0
1450.0,3.0,3.0,1,3.0,4965.517241379311,Hulimavu,72.0
1075.0,2.0,2.0,0,2.0,4930.232558139535,Kothanur,53.0
1163.0,2.0,3.0,1,2.0,5331.04041272571,Sarjapur  Road,62.0
1200.0,2.0,2.0,1,0.0,5416.666666666667,TC Palaya,65.0
1200.0,8.0,8.0,1,1.0,11250.0,other,135.0
3090.0,4.0,4.0,1,2.0,10517.79935275081,Marathahalli,325.0
1299.0,2.0,2.0,1,1.0,7698.229407236336,Hebbal,100.0
1130.0,2.0,2.0,0,1.0,2887.610619469027,Electronic City,32.63
